patch_id,bug_id,project,tool,label,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message,has_trigger_test_info,whitespace_normalized
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-127-RSRepair-plausible,Closure-127,Closure,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-129-RSRepair-plausible,Closure-129,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-130-RSRepair-plausible,Closure-130,Closure,RSRepair,overfitting,0,4,4,0,3,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-21-RSRepair-plausible,Closure-21,Closure,RSRepair,overfitting,1,6,7,1,6,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-22-RSRepair-plausible,Closure-22,Closure,RSRepair,overfitting,0,9,9,0,9,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-31-RSRepair-plausible,Closure-31,Closure,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-33-RSRepair-plausible,Closure-33,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-45-RSRepair-plausible,Closure-45,Closure,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-55-RSRepair-plausible,Closure-55,Closure,RSRepair,overfitting,0,12,12,0,8,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-59-RSRepair-plausible,Closure-59,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-61-RSRepair-plausible,Closure-61,Closure,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-67-RSRepair-plausible,Closure-67,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-75-RSRepair-plausible,Closure-75,Closure,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-78-RSRepair-plausible,Closure-78,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-13-RSRepair-plausible,Lang-13,Lang,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-16-RSRepair-plausible,Lang-16,Lang,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-7-RSRepair-plausible,Lang-7,Lang,RSRepair,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-103-RSRepair-plausible,Math-103,Math,RSRepair,overfitting,12,1,13,12,1,2,1,0,1,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-2-RSRepair-plausible,Math-2,Math,RSRepair,overfitting,0,3,3,0,3,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-28-RSRepair-plausible,Math-28,Math,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-33-RSRepair-plausible,Math-33,Math,RSRepair,overfitting,0,3,3,0,3,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-40-RSRepair-plausible,Math-40,Math,RSRepair,overfitting,1,0,1,1,0,1,1,0,0,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-58-RSRepair-plausible,Math-58,Math,RSRepair,overfitting,7,7,14,7,6,2,1,0,1,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-80-RSRepair-plausible,Math-80,Math,RSRepair,overfitting,1,8,9,1,8,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-81-RSRepair-plausible,Math-81,Math,RSRepair,overfitting,1,0,1,1,0,1,1,0,0,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-82-RSRepair-plausible,Math-82,Math,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-84-RSRepair-plausible,Math-84,Math,RSRepair,overfitting,2,6,8,2,3,2,1,0,0,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-85-RSRepair-plausible,Math-85,Math,RSRepair,overfitting,0,9,9,0,9,2,2,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-95-RSRepair-plausible,Math-95,Math,RSRepair,overfitting,1,2,3,1,1,1,1,0,0,1,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-12-SimFix-plausible,Chart-12,Chart,SimFix,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-18-SimFix-plausible,Chart-18,Chart,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-22-SimFix-plausible,Chart-22,Chart,SimFix,overfitting,3,0,3,3,0,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-25-SimFix-plausible,Chart-25,Chart,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-3-SimFix-plausible,Chart-3,Chart,SimFix,overfitting,1,0,1,1,0,1,1,0,0,1,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-106-SimFix-plausible,Closure-106,Closure,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-107-SimFix-plausible,Closure-107,Closure,SimFix,overfitting,1,9,10,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-108-SimFix-plausible,Closure-108,Closure,SimFix,overfitting,1,1,2,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-109-SimFix-plausible,Closure-109,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-126-SimFix-plausible,Closure-126,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-14-SimFix-plausible,Closure-14,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-21-SimFix-plausible,Closure-21,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-22-SimFix-plausible,Closure-22,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-26-SimFix-plausible,Closure-26,Closure,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-38-SimFix-plausible,Closure-38,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-46-SimFix-plausible,Closure-46,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-57-SimFix-plausible,Closure-57,Closure,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-1-SimFix-plausible,Lang-1,Lang,SimFix,overfitting,5,1,6,5,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-10-SimFix-plausible,Lang-10,Lang,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-12-SimFix-plausible,Lang-12,Lang,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-16-SimFix-plausible,Lang-16,Lang,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-27-SimFix-plausible,Lang-27,Lang,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-41-SimFix-plausible,Lang-41,Lang,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-45-SimFix-plausible,Lang-45,Lang,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-50-SimFix-plausible,Lang-50,Lang,SimFix,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-61-SimFix-plausible,Lang-61,Lang,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-63-SimFix-plausible,Lang-63,Lang,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-9-SimFix-plausible,Lang-9,Lang,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-1-SimFix-plausible,Math-1,Math,SimFix,overfitting,1,3,4,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-43-SimFix-plausible,Math-43,Math,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-44-SimFix-plausible,Math-44,Math,SimFix,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-50-SimFix-plausible,Math-50,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-6-SimFix-plausible,Math-6,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-63-SimFix-plausible,Math-63,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-69-SimFix-plausible,Math-69,Math,SimFix,overfitting,2,2,4,2,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-73-SimFix-plausible,Math-73,Math,SimFix,overfitting,1,4,5,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-8-SimFix-plausible,Math-8,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-80-SimFix-plausible,Math-80,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-81-SimFix-plausible,Math-81,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-82-SimFix-plausible,Math-82,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-84-SimFix-plausible,Math-84,Math,SimFix,overfitting,1,4,5,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-85-SimFix-plausible,Math-85,Math,SimFix,overfitting,2,7,9,2,7,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-88-SimFix-plausible,Math-88,Math,SimFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-12-TBar-plausible,Chart-12,Chart,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-13-TBar-plausible,Chart-13,Chart,TBar,overfitting,1,1,2,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-14-TBar-plausible,Chart-14,Chart,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-15-TBar-plausible,Chart-15,Chart,TBar,overfitting,0,379,379,0,289,1,1,1,0,0,1,1
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-25-TBar-plausible,Chart-25,Chart,TBar,overfitting,0,42,42,0,25,1,1,1,0,0,1,1
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-26-TBar-plausible,Chart-26,Chart,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-3-TBar-plausible,Chart-3,Chart,TBar,overfitting,1,0,1,1,0,1,1,0,0,0,1,1
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-5-TBar-plausible,Chart-5,Chart,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-7-TBar-plausible,Chart-7,Chart,TBar,overfitting,2,1,3,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-107-TBar-plausible,Closure-107,Closure,TBar,overfitting,1,1,2,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-109-TBar-plausible,Closure-109,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-115-TBar-plausible,Closure-115,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-12-TBar-plausible,Closure-12,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-126-TBar-plausible,Closure-126,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-133-TBar-plausible,Closure-133,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-21-TBar-plausible,Closure-21,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-22-TBar-plausible,Closure-22,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-66-TBar-plausible,Closure-66,Closure,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-13-TBar-plausible,Lang-13,Lang,TBar,overfitting,1,17,18,0,9,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-18-TBar-plausible,Lang-18,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-20-TBar-plausible,Lang-20,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-22-TBar-plausible,Lang-22,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-24-TBar-plausible,Lang-24,Lang,TBar,overfitting,2,1,3,2,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-27-TBar-plausible,Lang-27,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-39-TBar-plausible,Lang-39,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-41-TBar-plausible,Lang-41,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-43-TBar-plausible,Lang-43,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-44-TBar-plausible,Lang-44,Lang,TBar,overfitting,2,2,4,2,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-45-TBar-plausible,Lang-45,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-51-TBar-plausible,Lang-51,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-58-TBar-plausible,Lang-58,Lang,TBar,overfitting,2,2,4,2,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-60-TBar-plausible,Lang-60,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-63-TBar-plausible,Lang-63,Lang,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-15-TBar-plausible,Math-15,Math,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-2-TBar-plausible,Math-2,Math,TBar,overfitting,2,2,4,2,2,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-50-TBar-plausible,Math-50,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-6-TBar-plausible,Math-6,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-62-TBar-plausible,Math-62,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-63-TBar-plausible,Math-63,Math,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-8-TBar-plausible,Math-8,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-80-TBar-plausible,Math-80,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-81-TBar-plausible,Math-81,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-82-TBar-plausible,Math-82,Math,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-84-TBar-plausible,Math-84,Math,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-85-TBar-plausible,Math-85,Math,TBar,overfitting,1,6,7,0,6,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-88-TBar-plausible,Math-88,Math,TBar,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-95-TBar-plausible,Math-95,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-96-TBar-plausible,Math-96,Math,TBar,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-13-jGenProg-plausible,Chart-13,Chart,jGenProg,overfitting,4,290,294,3,282,6,1,0,0,1,1,1
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-25-jGenProg-plausible,Chart-25,Chart,jGenProg,overfitting,8,8,16,0,8,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-3-jGenProg-plausible,Chart-3,Chart,jGenProg,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-5-jGenProg-plausible,Chart-5,Chart,jGenProg,overfitting,2,2,4,1,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-7-jGenProg-plausible,Chart-7,Chart,jGenProg,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-21-jGenProg-plausible,Closure-21,Closure,jGenProg,overfitting,6,6,12,0,6,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-22-jGenProg-plausible,Closure-22,Closure,jGenProg,overfitting,9,9,18,0,9,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-27-jGenProg-plausible,Lang-27,Lang,jGenProg,overfitting,1,3,4,1,3,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-39-jGenProg-plausible,Lang-39,Lang,jGenProg,overfitting,6,6,12,0,6,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-50-jGenProg-plausible,Math-50,Math,jGenProg,overfitting,2,2,4,1,2,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-60-jGenProg-plausible,Math-60,Math,jGenProg,overfitting,2,2,4,2,2,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-73-jGenProg-plausible,Math-73,Math,jGenProg,overfitting,2,2,4,1,2,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-8-jGenProg-plausible,Math-8,Math,jGenProg,overfitting,1,1,2,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-81-jGenProg-plausible,Math-81,Math,jGenProg,overfitting,1,19,20,0,19,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-84-jGenProg-plausible,Math-84,Math,jGenProg,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-85-jGenProg-plausible,Math-85,Math,jGenProg,overfitting,6,6,12,0,6,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-95-jGenProg-plausible,Math-95,Math,jGenProg,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-1-jKali-plausible,Chart-1,Chart,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-13-jKali-plausible,Chart-13,Chart,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-25-jKali-plausible,Chart-25,Chart,jKali,overfitting,0,8,8,0,8,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-5-jKali-plausible,Chart-5,Chart,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-101-jKali-plausible,Closure-101,Closure,jKali,overfitting,1,1,2,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-21-jKali-plausible,Closure-21,Closure,jKali,overfitting,0,6,6,0,6,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-22-jKali-plausible,Closure-22,Closure,jKali,overfitting,4,4,8,0,4,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-45-jKali-plausible,Closure-45,Closure,jKali,overfitting,1,2,3,1,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-46-jKali-plausible,Closure-46,Closure,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-62-jKali-plausible,Closure-62,Closure,jKali,overfitting,2,2,4,2,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-63-jKali-plausible,Closure-63,Closure,jKali,overfitting,2,2,4,2,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Lang__patch1-Lang-22-jKali-plausible,Lang-22,Lang,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Lang__patch1-Lang-27-jKali-plausible,Lang-27,Lang,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-2-jKali-plausible,Math-2,Math,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-28-jKali-plausible,Math-28,Math,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-29-jKali-plausible,Math-29,Math,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-32-jKali-plausible,Math-32,Math,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-49-jKali-plausible,Math-49,Math,jKali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-71-jKali-plausible,Math-71,Math,jKali,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-8-jKali-plausible,Math-8,Math,jKali,overfitting,3,3,6,0,3,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-80-jKali-plausible,Math-80,Math,jKali,overfitting,0,8,8,0,8,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-25-jMutRepair-plausible,Chart-25,Chart,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-26-jMutRepair-plausible,Chart-26,Chart,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-7-jMutRepair-plausible,Chart-7,Chart,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
