patch_id,bug_id,has_trigger_test_info,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-6-SimFix-plausible,Math-6,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-63-SimFix-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-69-SimFix-plausible,Math-69,1,2,2,4,2,2,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-73-SimFix-plausible,Math-73,1,1,4,5,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-8-SimFix-plausible,Math-8,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-80-SimFix-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-81-SimFix-plausible,Math-81,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-82-SimFix-plausible,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-84-SimFix-plausible,Math-84,1,1,4,5,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-85-SimFix-plausible,Math-85,1,2,7,9,2,7,1,1,0,1,1
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-88-SimFix-plausible,Math-88,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-12-TBar-plausible,Chart-12,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-13-TBar-plausible,Chart-13,1,1,1,2,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-14-TBar-plausible,Chart-14,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-15-TBar-plausible,Chart-15,1,0,379,379,0,289,1,1,1,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-25-TBar-plausible,Chart-25,1,0,42,42,0,25,1,1,1,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-26-TBar-plausible,Chart-26,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-3-TBar-plausible,Chart-3,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-5-TBar-plausible,Chart-5,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-7-TBar-plausible,Chart-7,1,2,1,3,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-107-TBar-plausible,Closure-107,1,1,1,2,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-109-TBar-plausible,Closure-109,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-115-TBar-plausible,Closure-115,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-12-TBar-plausible,Closure-12,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-126-TBar-plausible,Closure-126,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-133-TBar-plausible,Closure-133,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-21-TBar-plausible,Closure-21,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-22-TBar-plausible,Closure-22,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-66-TBar-plausible,Closure-66,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-13-TBar-plausible,Lang-13,1,1,17,18,0,9,1,1,1,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-18-TBar-plausible,Lang-18,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-20-TBar-plausible,Lang-20,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-22-TBar-plausible,Lang-22,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-24-TBar-plausible,Lang-24,1,2,1,3,2,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-27-TBar-plausible,Lang-27,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-39-TBar-plausible,Lang-39,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-41-TBar-plausible,Lang-41,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-43-TBar-plausible,Lang-43,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-44-TBar-plausible,Lang-44,1,2,2,4,2,2,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-45-TBar-plausible,Lang-45,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-51-TBar-plausible,Lang-51,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-58-TBar-plausible,Lang-58,1,2,2,4,2,2,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-60-TBar-plausible,Lang-60,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-63-TBar-plausible,Lang-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-15-TBar-plausible,Math-15,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-2-TBar-plausible,Math-2,1,2,2,4,2,2,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-50-TBar-plausible,Math-50,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-6-TBar-plausible,Math-6,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-62-TBar-plausible,Math-62,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-63-TBar-plausible,Math-63,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-8-TBar-plausible,Math-8,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-80-TBar-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-81-TBar-plausible,Math-81,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-82-TBar-plausible,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-84-TBar-plausible,Math-84,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-85-TBar-plausible,Math-85,1,1,6,7,0,6,1,1,1,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-88-TBar-plausible,Math-88,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-95-TBar-plausible,Math-95,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-96-TBar-plausible,Math-96,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-13-jGenProg-plausible,Chart-13,1,4,290,294,3,282,6,1,0,0,1
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-25-jGenProg-plausible,Chart-25,1,8,8,16,0,8,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-3-jGenProg-plausible,Chart-3,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-5-jGenProg-plausible,Chart-5,1,2,2,4,1,2,1,1,0,1,0
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-7-jGenProg-plausible,Chart-7,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-21-jGenProg-plausible,Closure-21,1,6,6,12,0,6,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-22-jGenProg-plausible,Closure-22,1,9,9,18,0,9,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-27-jGenProg-plausible,Lang-27,1,1,3,4,1,3,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-39-jGenProg-plausible,Lang-39,1,6,6,12,0,6,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-50-jGenProg-plausible,Math-50,1,2,2,4,1,2,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-60-jGenProg-plausible,Math-60,1,2,2,4,2,2,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-73-jGenProg-plausible,Math-73,1,2,2,4,1,2,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-8-jGenProg-plausible,Math-8,1,1,1,2,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-81-jGenProg-plausible,Math-81,1,1,19,20,0,19,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-84-jGenProg-plausible,Math-84,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-85-jGenProg-plausible,Math-85,1,6,6,12,0,6,1,1,1,0,0
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-95-jGenProg-plausible,Math-95,1,1,1,2,1,1,1,1,0,0,1
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-1-jKali-plausible,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-13-jKali-plausible,Chart-13,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-25-jKali-plausible,Chart-25,1,0,8,8,0,8,1,1,1,0,0
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-5-jKali-plausible,Chart-5,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-101-jKali-plausible,Closure-101,1,1,1,2,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-21-jKali-plausible,Closure-21,1,0,6,6,0,6,1,1,1,0,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-22-jKali-plausible,Closure-22,1,4,4,8,0,4,1,1,1,0,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-45-jKali-plausible,Closure-45,1,1,2,3,1,2,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-46-jKali-plausible,Closure-46,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-62-jKali-plausible,Closure-62,1,2,2,4,2,2,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-63-jKali-plausible,Closure-63,1,2,2,4,2,2,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Lang__patch1-Lang-22-jKali-plausible,Lang-22,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Lang__patch1-Lang-27-jKali-plausible,Lang-27,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-2-jKali-plausible,Math-2,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-28-jKali-plausible,Math-28,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-29-jKali-plausible,Math-29,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-32-jKali-plausible,Math-32,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-49-jKali-plausible,Math-49,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-71-jKali-plausible,Math-71,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-8-jKali-plausible,Math-8,1,3,3,6,0,3,1,1,1,0,0
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-80-jKali-plausible,Math-80,1,0,8,8,0,8,1,1,1,0,0
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-25-jMutRepair-plausible,Chart-25,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-26-jMutRepair-plausible,Chart-26,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-7-jMutRepair-plausible,Chart-7,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-126-jMutRepair-plausible,Closure-126,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-21-jMutRepair-plausible,Closure-21,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-22-jMutRepair-plausible,Closure-22,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Lang__patch1-Lang-22-jMutRepair-plausible,Lang-22,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Lang__patch1-Lang-27-jMutRepair-plausible,Lang-27,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-2-jMutRepair-plausible,Math-2,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-28-jMutRepair-plausible,Math-28,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-50-jMutRepair-plausible,Math-50,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-52-jMutRepair-plausible,Math-52,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-57-jMutRepair-plausible,Math-57,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-80-jMutRepair-plausible,Math-80,1,1,1,2,1,1,1,1,0,1,1
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-81-jMutRepair-plausible,Math-81,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-84-jMutRepair-plausible,Math-84,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-88-jMutRepair-plausible,Math-88,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-13-kPAR-plausible,Chart-13,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-14-kPAR-plausible,Chart-14,1,4,1,5,4,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-15-kPAR-plausible,Chart-15,1,4,1,5,4,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-17-kPAR-plausible,Chart-17,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-25-kPAR-plausible,Chart-25,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-26-kPAR-plausible,Chart-26,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-3-kPAR-plausible,Chart-3,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-5-kPAR-plausible,Chart-5,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-7-kPAR-plausible,Chart-7,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-109-kPAR-plausible,Closure-109,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-115-kPAR-plausible,Closure-115,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-126-kPAR-plausible,Closure-126,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-129-kPAR-plausible,Closure-129,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-35-kPAR-plausible,Closure-35,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-46-kPAR-plausible,Closure-46,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-62-kPAR-plausible,Closure-62,1,1,2,3,1,2,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-63-kPAR-plausible,Closure-63,1,1,2,3,1,2,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-10-kPAR-plausible,Lang-10,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-16-kPAR-plausible,Lang-16,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-18-kPAR-plausible,Lang-18,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-20-kPAR-plausible,Lang-20,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-21-kPAR-plausible,Lang-21,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-24-kPAR-plausible,Lang-24,1,2,1,3,2,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-27-kPAR-plausible,Lang-27,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-41-kPAR-plausible,Lang-41,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-43-kPAR-plausible,Lang-43,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-44-kPAR-plausible,Lang-44,1,1,2,3,1,2,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-45-kPAR-plausible,Lang-45,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-51-kPAR-plausible,Lang-51,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-53-kPAR-plausible,Lang-53,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-57-kPAR-plausible,Lang-57,1,4,1,5,4,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-58-kPAR-plausible,Lang-58,1,1,2,3,1,2,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-59-kPAR-plausible,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-63-kPAR-plausible,Lang-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-104-kPAR-plausible,Math-104,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-15-kPAR-plausible,Math-15,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-2-kPAR-plausible,Math-2,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-40-kPAR-plausible,Math-40,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-42-kPAR-plausible,Math-42,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-43-kPAR-plausible,Math-43,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-49-kPAR-plausible,Math-49,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-50-kPAR-plausible,Math-50,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-62-kPAR-plausible,Math-62,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-63-kPAR-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-7-kPAR-plausible,Math-7,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-8-kPAR-plausible,Math-8,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-80-kPAR-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-81-kPAR-plausible,Math-81,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-82-kPAR-plausible,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-84-kPAR-plausible,Math-84,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-88-kPAR-plausible,Math-88,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Time__patch1-Time-17-kPAR-plausible,Time-17,1,1,1,2,1,1,1,1,0,0,1
Patches_ICSE__Dsame__ACS__Chart__patch1-Chart-14-ACS,Chart-14,1,12,0,12,12,0,4,2,0,1,0
Patches_ICSE__Dsame__ACS__Time__patch1-Time-15-ACS,Time-15,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-1-AVATAR,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-19-AVATAR,Chart-19,1,6,0,6,6,0,2,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-24-AVATAR,Chart-24,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-4-AVATAR,Chart-4,1,2,0,2,2,0,2,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-46-AVATAR,Closure-46,1,0,16,16,0,16,1,1,1,0,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-62-AVATAR,Closure-62,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-63-AVATAR,Closure-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-73-AVATAR,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Lang__patch1-Lang-6-AVATAR,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__AVATAR__Lang__patch1-Lang-7-AVATAR,Lang-7,1,3,3,6,3,3,2,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-4-AVATAR,Math-4,1,6,0,6,6,0,2,2,0,1,0
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-59-AVATAR,Math-59,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-89-AVATAR,Math-89,1,4,0,4,4,0,1,1,0,1,0
Patches_ICSE__Dsame__Arja__Math__patch1-Math-58-Arja,Math-58,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__Arja__Math__patch1-Math-98-Arja,Math-98,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__Cardumen__Math__patch1-Math-70-Cardumen,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-1-FixMiner,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-19-FixMiner,Chart-19,1,6,0,6,6,0,2,1,0,1,0
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-4-FixMiner,Chart-4,1,2,0,2,2,0,2,1,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-22-FixMiner,Math-22,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-30-FixMiner,Math-30,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-34-FixMiner,Math-34,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-57-FixMiner,Math-57,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-70-FixMiner,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-75-FixMiner,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-79-FixMiner,Math-79,1,2,2,4,2,2,1,1,0,0,0
Patches_ICSE__Dsame__RSRepair__Closure__patch1-Closure-126-RSRepair,Closure-126,1,0,4,4,0,4,1,1,1,0,0
Patches_ICSE__Dsame__SimFix__Chart__patch1-Chart-1-SimFix,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__SimFix__Chart__patch1-Chart-7-SimFix,Chart-7,1,2,2,4,2,2,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-62-SimFix,Closure-62,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-63-SimFix,Closure-63,1,1,1,2,1,1,1,1,0,0,0
